sales_rep_id,region,month,product_category,revenue,target,achievement_pct,commission_rate,incentive_payout
NOR23001,North,2025-08,Beauty,103040,60528,1.7023526301876817,0.12023526301876818,12389.041501453872
NOR23001,North,2025-08,Clothing,33472,64926,0.515540769491421,0.02,669.44
NOR23001,North,2025-09,Sports,44324,89738,0.4939267645813368,0.02,886.48
NOR23001,North,2025-09,Beauty,114156,71293,1.6012231214845778,0.11012231214845779,12571.122665619347
NOR23001,North,2025-09,Clothing,53004,81875,0.6473770992366412,0.02,1060.08
NOR23001,North,2025-10,Sports,46367,94944,0.48836156049882035,0.02,927.34
NOR23001,North,2025-10,Beauty,24580,52109,0.47170354449327373,0.02,491.6
NOR23001,North,2025-10,Clothing,119326,52298,2.2816551302153045,0.17816551302153044,21259.77800680714
NOR23001,North,2025-11,Sports,72768,99346,0.7324703561290842,0.03216469040860561,2340.560191653413
NOR23001,North,2025-11,Beauty,89401,84856,1.0535613274252853,0.055356132742528534,4948.893623314793
NOR23001,North,2025-11,Clothing,56572,91681,0.6170526063197391,0.02,1131.44
NOR23001,North,2025-12,Sports,54042,78439,0.6889684978135876,0.02,1080.84
NOR23001,North,2025-12,Beauty,88148,95393,0.9240510309980816,0.04493673539987211,3961.083352027927
NOR23001,North,2025-12,Clothing,69462,94465,0.7353199597734611,0.032354663984897405,2247.4196697189436
NOR23002,North,2025-01,Sports,111444,95492,1.1670506429857999,0.06670506429857999,7433.879185690948
NOR23002,North,2025-01,Beauty,70252,89437,0.7854914632646444,0.03569943088430963,2507.9564184845203
NOR23002,North,2025-01,Clothing,63751,84878,0.7510897994768962,0.03340598663179308,2129.665053763441
NOR23002,North,2025-02,Sports,93711,76997,1.2170733924698365,0.07170733924698365,6719.766468174085
NOR23002,North,2025-02,Beauty,71584,86684,0.8258040699552397,0.03838693799701598,2747.890569578392
NOR23002,North,2025-02,Clothing,25966,52698,0.4927321719989373,0.02,519.32
NOR23002,North,2025-03,Sports,69690,84641,0.8233598374310322,0.03822398916206882,2663.829804704576
NOR23002,North,2025-03,Beauty,111194,62974,1.7657128338679455,0.12657128338679458,14073.967284911236
NOR23002,North,2025-03,Clothing,37683,55806,0.6752499731211697,0.02,753.66
NOR23002,North,2025-04,Sports,57126,98828,0.5780345651030072,0.02,1142.52
NOR23002,North,2025-04,Beauty,111009,57705,1.9237327787886664,0.14237327787886667,15804.71520405511
NOR23002,North,2025-04,Clothing,66671,78150,0.8531158029430582,0.04020772019620388,2680.688913201109
NOR23002,North,2025-05,Sports,109650,76436,1.4345334659061175,0.09345334659061176,10247.159453660579
NOR23002,North,2025-05,Beauty,112448,87183,1.2897927348221556,0.07897927348221556,8881.061344528176
NOR23002,North,2025-05,Clothing,78773,89687,0.878310122983264,0.041887341532217605,3299.5915545173775
NOR23002,North,2025-06,Sports,51255,69010,0.7427184466019418,0.03284789644012945,1683.6189320388348
NOR23002,North,2025-06,Beauty,67880,75505,0.8990133103767962,0.04326755402511975,2937.001567225129
NOR23002,North,2025-06,Clothing,73239,52457,1.3961721028652039,0.0896172102865204,6563.474864174467
NOR23002,North,2025-07,Sports,48693,57360,0.8489016736401673,0.039926778242677825,1944.1546129707112
NOR23002,North,2025-07,Beauty,114469,78836,1.451988939063372,0.0951988939063372,10897.322186564514
NOR23002,North,2025-07,Clothing,117762,89075,1.3220544484984564,0.08220544484984565,9680.677596407524
NOR23002,North,2025-08,Sports,58636,82861,0.7076429200709622,0.030509528004730814,1788.956684085396
NOR23002,North,2025-08,Beauty,70746,99828,0.7086789277557398,0.03057859518371599,2163.3132948671714
NOR23002,North,2025-08,Clothing,55983,66643,0.8400432153414462,0.03933621435609642,2202.159288297346
NOR23002,North,2025-09,Sports,104714,78687,1.3307662002617968,0.08307662002617969,8699.28518942138
NOR23002,North,2025-09,Beauty,38991,84663,0.4605435668473832,0.02,779.82
NOR23002,North,2025-09,Clothing,20683,96043,0.21535145715981382,0.02,413.66
NOR23002,North,2025-10,Sports,55046,72412,0.7601778710710931,0.03401185807140621,1872.2167393986265
NOR23002,North,2025-10,Beauty,95186,94217,1.0102847681416305,0.05102847681416305,4857.196594032925
NOR23002,North,2025-10,Clothing,60127,87236,0.6892452657159888,0.02,1202.54
NOR23002,North,2025-11,Sports,61010,91872,0.6640761058864507,0.02,1220.2
NOR23002,North,2025-11,Beauty,63560,52461,1.2115666876346238,0.07115666876346238,4522.717866605669
NOR23002,North,2025-11,Clothing,29849,63558,0.4696340350545958,0.02,596.98
NOR23002,North,2025-12,Sports,29594,63860,0.46341998120889444,0.02,591.88
NOR23002,North,2025-12,Beauty,118869,67480,1.7615441612329579,0.1261544161232958,14995.84929016005
NOR23002,North,2025-12,Clothing,27508,84355,0.32609803805346455,0.02,550.16
NOR23003,North,2025-01,Sports,107342,90622,1.18450265939838,0.06845026593983801,7347.588446514092
NOR23003,North,2025-01,Beauty,81069,70644,1.1475709189740104,0.06475709189740105,5249.792683030405
NOR23003,North,2025-01,Clothing,75385,60255,1.2510994938179405,0.07510994938179405,5662.163534146544
NOR23003,North,2025-02,Sports,100460,64261,1.5633121177697205,0.10633121177697205,10682.033535114611
NOR23003,North,2025-02,Beauty,76105,86835,0.8764323141590372,0.04176215427726915,3178.3087512715683
NOR23003,North,2025-02,Clothing,87438,98171,0.890670360900877,0.042711357393391804,3734.5956677633926
NOR23003,North,2025-03,Sports,102048,85426,1.1945777632102639,0.0694577763210264,7088.027158008102
NOR23003,North,2025-03,Beauty,66261,68761,0.9636421808874216,0.04757614539249477,3152.442969852096
NOR23003,North,2025-03,Clothing,33326,97239,0.3427225701621777,0.02,666.52
NOR23003,North,2025-04,Sports,87055,69941,1.2446919546474886,0.07446919546474887,6482.915811183712
NOR23003,North,2025-04,Beauty,70802,76057,0.9309070828457604,0.045393805523050695,3213.9722186430354
NOR23003,North,2025-04,Clothing,106187,55630,1.9088081970159985,0.14088081970159985,14959.711601653784
NOR23003,North,2025-05,Sports,45338,96597,0.46935205027071236,0.02,906.76
NOR23003,North,2025-05,Beauty,95988,62432,1.5374807790876475,0.10374807790876475,9958.570502306511
NOR23003,North,2025-05,Clothing,62050,93711,0.6621421177876663,0.02,1241.0
NOR23003,North,2025-06,Sports,116748,83024,1.4061957988051648,0.09061957988051648,10579.654711890538
NOR23003,North,2025-06,Beauty,68813,94580,0.7275639670120533,0.03183759780080355,2190.8406174666948
NOR23003,North,2025-06,Clothing,33280,62744,0.5304092821624379,0.02,665.6
NOR23003,North,2025-07,Sports,101834,65676,1.5505511906937086,0.10505511906937087,10698.182995310313
NOR23003,North,2025-07,Beauty,58521,52121,1.122791197406036,0.06227911974060361,3644.636366339864
NOR23003,North,2025-07,Clothing,105347,59488,1.7708949704142012,0.12708949704142014,13388.497244822487
NOR23003,North,2025-08,Sports,35020,81839,0.42791334204963405,0.02,700.4
NOR23003,North,2025-08,Beauty,119771,92320,1.2973461871750434,0.07973461871750434,9549.895018414212
NOR23003,North,2025-08,Clothing,26301,91239,0.2882648867260711,0.02,526.02
NOR23003,North,2025-09,Sports,111472,77618,1.436161715066093,0.09361617150660931,10435.581870184753
NOR23003,North,2025-09,Beauty,93747,61282,1.5297640416435494,0.10297640416435494,9653.728961195782
NOR23003,North,2025-09,Clothing,35924,89551,0.40115688267021027,0.02,718.48
NOR23003,North,2025-10,Sports,97038,82554,1.1754487971509557,0.06754487971509558,6554.420037793445
NOR23003,North,2025-10,Beauty,29577,72582,0.40749772670910145,0.02,591.54
NOR23003,North,2025-10,Clothing,85662,57992,1.4771347772106498,0.09771347772106498,8370.331928541867
NOR23003,North,2025-11,Sports,117460,69158,1.6984296827554295,0.11984296827554296,14076.755053645276
NOR23003,North,2025-11,Beauty,84605,57476,1.4720057067297654,0.09720057067297655,8223.654281787181
NOR23003,North,2025-11,Clothing,58906,62474,0.9428882415084675,0.046192549433897834,2721.0183169531856
NOR23003,North,2025-12,Sports,34486,57691,0.597770882806677,0.02,689.72
NOR23003,North,2025-12,Beauty,27050,99655,0.2714364557724148,0.02,541.0
NOR23003,North,2025-12,Clothing,115962,58288,1.9894660993686522,0.1489466099368652,17272.146781498763
NOR23004,North,2025-01,Sports,83815,58136,1.4417056557038668,0.09417056557038668,7892.905953281959
NOR23004,North,2025-01,Beauty,77811,92126,0.8446149838264985,0.03964099892176656,3084.505767101578
NOR23004,North,2025-01,Clothing,48921,55266,0.8851916187167517,0.042346107914450114,2071.613945282814
NOR23004,North,2025-02,Sports,56922,88088,0.6461947143765325,0.02,1138.44
NOR23004,North,2025-02,Beauty,75923,83809,0.9059050937250176,0.043727006248334505,3319.8854953923005
NOR23004,North,2025-02,Clothing,71100,98965,0.7184358106401253,0.031229054042675022,2220.385742434194
NOR23004,North,2025-03,Sports,89625,75935,1.180285770724962,0.06802857707249621,6097.061220122473
NOR23004,North,2025-03,Beauty,68189,79798,0.8545201634126168,0.04030134422750779,2748.108361529529
NOR23004,North,2025-03,Clothing,84624,66019,1.2818128114633667,0.07818128114633667,6616.012735727594
NOR23004,North,2025-04,Sports,74087,52034,1.4238190413960103,0.09238190413960104,6844.298131990622
NOR23004,North,2025-04,Beauty,119208,74823,1.5931999518864521,0.10931999518864521,13031.817986448019
NOR23004,North,2025-04,Clothing,82349,91932,0.8957599094983248,0.04305066063322166,3545.1788524851704
NOR23004,North,2025-05,Sports,94431,89133,1.059439264918717,0.0559439264918717,5282.840922553936
NOR23004,North,2025-05,Beauty,86818,53679,1.6173550177909424,0.11173550177909425,9700.652793457404
NOR23004,North,2025-05,Clothing,113487,52331,2.168638092144236,0.1668638092144236,18936.87311631729
NOR23004,North,2025-06,Sports,88054,75546,1.1655679983056682,0.06655679983056682,5860.592452280731
NOR23004,North,2025-06,Beauty,94142,74317,1.2667626518831492,0.07667626518831493,7218.456957358344
NOR23004,North,2025-06,Clothing,54526,53123,1.0264104060388155,0.052641040603881556,2870.3053799672457
NOR23004,North,2025-07,Sports,114084,62291,1.8314684304313624,0.13314684304313623,15189.924441733154
NOR23004,North,2025-07,Beauty,65762,89726,0.7329202237924347,0.032194681586162316,2117.186650469206
NOR23004,North,2025-07,Clothing,94271,54897,1.7172340929376833,0.12172340929376833,11474.987517532834
NOR23004,North,2025-08,Sports,72346,60392,1.197940124519804,0.06979401245198041,5049.317624850975
NOR23004,North,2025-08,Beauty,107090,56786,1.885852146655866,0.1385852146655866,14841.09063853767
NOR23004,North,2025-08,Clothing,53595,69784,0.7680127249799381,0.034534181665329206,1850.8594663533188
NOR23004,North,2025-09,Sports,48188,71072,0.6780166591625394,0.02,963.76
NOR23004,North,2025-09,Beauty,86840,82631,1.0509372995606976,0.05509372995606976,4784.339509385098
NOR23004,North,2025-09,Clothing,85102,86159,0.9877319838902494,0.04918213225934996,4185.4978195352005
NOR23004,North,2025-10,Sports,73924,75825,0.9749291130893505,0.04832860753929004,3572.643983734477
NOR23004,North,2025-10,Beauty,32194,62297,0.516782509591152,0.02,643.88
NOR23004,North,2025-10,Clothing,84798,57327,1.4791982835313202,0.09791982835313202,8303.405604688889
NOR23004,North,2025-11,Sports,42405,69046,0.6141557802045013,0.02,848.1
NOR23004,North,2025-11,Beauty,77456,93330,0.82991535411979,0.038661023607986005,2994.528244580164
NOR23004,North,2025-11,Clothing,101414,81926,1.2378732026462906,0.07378732026462907,7483.067297317093
NOR23004,North,2025-12,Sports,63686,52766,1.2069514460068984,0.07069514460068985,4502.290979039533
NOR23004,North,2025-12,Beauty,28589,98477,0.29031144328117225,0.02,571.78
NOR23004,North,2025-12,Clothing,97849,88027,1.1115794017744556,0.06115794017744556,5984.24328842287
NOR23005,North,2025-01,Sports,33230,51511,0.6451049290442818,0.02,664.6
NOR23005,North,2025-01,Beauty,48416,55377,0.8742979937519186,0.04161986625012791,2015.0674443661928
NOR23005,North,2025-01,Clothing,31125,84552,0.36811666193585013,0.02,622.5
NOR23005,North,2025-02,Sports,34752,99206,0.3503013930609036,0.02,695.04
NOR23005,North,2025-02,Beauty,33463,62664,0.5340067662453721,0.02,669.26
NOR23005,North,2025-02,Clothing,47462,78215,0.6068145496388161,0.02,949.24
NOR23005,North,2025-03,Sports,95282,77688,1.2264699824940788,0.07264699824940789,6921.951287200082
NOR23005,North,2025-03,Beauty,112137,61931,1.8106763979267249,0.1310676397926725,14697.531923430915
NOR23005,North,2025-03,Clothing,119803,79494,1.5070697159534052,0.10070697159534053,12064.997318036581
NOR23005,North,2025-04,Sports,33102,70327,0.4706869338945213,0.02,662.04
NOR23005,North,2025-04,Beauty,61052,62842,0.9715158651857039,0.048101057679046925,2936.665773421173
NOR23005,North,2025-04,Clothing,47449,97435,0.48698106429927646,0.02,948.98
NOR23005,North,2025-05,Sports,91278,83215,1.0968935888962326,0.05968935888962326,5448.325300727032
NOR23005,North,2025-05,Beauty,70933,87801,0.8078837370872769,0.0371922491391518,2638.1578081874545
NOR23005,North,2025-05,Clothing,37317,64948,0.57456734618464,0.02,746.34
NOR23005,North,2025-06,Sports,105527,57696,1.8290176095396562,0.1329017609539656,14024.72412818913
NOR23005,North,2025-06,Beauty,67937,80910,0.8396613521196391,0.03931075680797594,2670.6548852634614
NOR23005,North,2025-06,Clothing,109231,58421,1.8697215042536075,0.13697215042536076,14961.60496311258
NOR23005,North,2025-07,Sports,47605,85237,0.5585015896852306,0.02,952.1
NOR23005,North,2025-07,Beauty,22901,79091,0.28955254074420606,0.02,458.02
NOR23005,North,2025-07,Clothing,37747,88427,0.42687188302215384,0.02,754.94
NOR23005,North,2025-08,Sports,111988,80415,1.3926257539016353,0.08926257539016354,9996.337292793634
NOR23005,North,2025-08,Beauty,99341,94484,1.0514055289784514,0.05514055289784514,5477.717665424834
NOR23005,North,2025-08,Clothing,59539,55114,1.0802881300576985,0.058028813005769855,3454.9774975505316
NOR23005,North,2025-09,Sports,64937,86273,0.7526920357469892,0.03351280238313261,2176.2208483534823
NOR23005,North,2025-09,Beauty,105257,97245,1.0823898400946064,0.05823898400946064,6130.060739883798
NOR23005,North,2025-09,Clothing,97404,95351,1.021530975029103,0.052153097502910306,5079.920309173475
NOR23005,North,2025-10,Sports,84554,66418,1.2730585082357193,0.07730585082357194,6536.518910536302
NOR23005,North,2025-10,Beauty,45872,51483,0.8910125672552105,0.04273417115034737,1960.3018990087344
NOR23005,North,2025-10,Clothing,28613,96378,0.2968831061030526,0.02,572.26
NOR23005,North,2025-11,Sports,61028,62164,0.9817257576732514,0.04878171717821676,2977.050635952213
NOR23005,North,2025-11,Beauty,38276,74490,0.513840783997852,0.02,765.52
NOR23005,North,2025-11,Clothing,87194,77740,1.1216104965268845,0.062161049652688455,5420.070563416517
NOR23005,North,2025-12,Sports,43753,75432,0.5800323470145297,0.02,875.0600000000001
NOR23005,North,2025-12,Beauty,25243,56285,0.44848538687039174,0.02,504.86
NOR23005,North,2025-12,Clothing,75070,97632,0.7689077351687971,0.03459384901125314,2596.960245274773
NOR23006,North,2025-01,Sports,26153,57006,0.4587762691646493,0.02,523.0600000000001
NOR23006,North,2025-01,Beauty,63022,53654,1.174600216200097,0.0674600216200097,4251.465482536251
NOR23006,North,2025-01,Clothing,82647,87806,0.941245472974512,0.046083031531634136,3808.6243069949664
NOR23006,North,2025-02,Sports,69705,85491,0.8153489841035898,0.03768993227357265,2627.176729129382
NOR23006,North,2025-02,Beauty,70020,65620,1.067052727826882,0.0567052727826882,3970.503200243828
NOR23006,North,2025-02,Clothing,98663,88569,1.1139676410482222,0.06139676410482223,6057.588936874075
NOR23006,North,2025-03,Sports,116307,93440,1.2447238869863013,0.07447238869863014,8661.660112371575
NOR23006,North,2025-03,Beauty,84852,51252,1.6555841723249825,0.11555841723249825,9805.362819011942
NOR23006,North,2025-03,Clothing,85233,76100,1.1200131406044678,0.06200131406044678,5284.558001314061
NOR23006,North,2025-04,Sports,38298,88329,0.43358353428658764,0.02,765.96
NOR23006,North,2025-04,Beauty,38655,52201,0.7405030554970211,0.03270020369980141,1264.0263740158234
NOR23006,North,2025-04,Clothing,56882,88831,0.640339521113125,0.02,1137.64
NOR23006,North,2025-05,Sports,32092,86552,0.37078288196691006,0.02,641.84
NOR23006,North,2025-05,Beauty,83761,50723,1.6513416004573862,0.11513416004573862,9643.752379591113
NOR23006,North,2025-05,Clothing,42894,68608,0.6252040578358209,0.02,857.88
NOR23006,North,2025-06,Sports,38520,97292,0.3959215557291453,0.02,770.4
NOR23006,North,2025-06,Beauty,59551,87503,0.680559523673474,0.02,1191.02
NOR23006,North,2025-06,Clothing,89362,57744,1.5475547243003602,0.10475547243003602,9361.158527292879
NOR23006,North,2025-07,Sports,91974,70529,1.3040593231153144,0.08040593231153144,7395.2552184207925
NOR23006,North,2025-07,Beauty,77028,71295,1.0804123711340206,0.05804123711340206,4470.800412371134
NOR23006,North,2025-07,Clothing,32566,82223,0.39606922637218295,0.02,651.32
NOR23006,North,2025-08,Sports,45396,79268,0.5726901145481152,0.02,907.9200000000001
NOR23006,North,2025-08,Beauty,107386,54918,1.9553880330674824,0.14553880330674823,15628.829931898466
NOR23006,North,2025-08,Clothing,70852,66782,1.0609445659009913,0.05609445659009913,3974.4044383217038
NOR23006,North,2025-09,Sports,22819,80517,0.2834059887973968,0.02,456.38
NOR23006,North,2025-09,Beauty,22023,80050,0.27511555277951283,0.02,440.46000000000004
NOR23006,North,2025-09,Clothing,117368,72987,1.6080671900475427,0.11080671900475428,13005.16299615
NOR23006,North,2025-10,Sports,37946,81258,0.4669817125698393,0.02,758.92
NOR23006,North,2025-10,Beauty,80816,70355,1.1486887925520575,0.06486887925520575,5242.443345888708
NOR23006,North,2025-10,Clothing,34265,71109,0.48186586789295305,0.02,685.3000000000001
NOR23006,North,2025-11,Sports,84947,56336,1.5078635330871912,0.10078635330871913,8561.498354515765
NOR23006,North,2025-11,Beauty,49088,72162,0.6802472215293368,0.02,981.76
NOR23006,North,2025-11,Clothing,45129,74424,0.6063769751693002,0.02,902.58
NOR23006,North,2025-12,Sports,38160,57774,0.6605047253089625,0.02,763.2
NOR23006,North,2025-12,Beauty,38502,78138,0.49274360746371804,0.02,770.04
NOR23006,North,2025-12,Clothing,110557,57186,1.9332878676599168,0.1433287867659917,15846.000678487744
NOR23007,North,2025-01,Sports,102412,85294,1.200694069922855,0.0700694069922855,7175.948108893943
NOR23007,North,2025-01,Beauty,79719,77220,1.0323620823620823,0.05323620823620823,4243.937284382284
NOR23007,North,2025-01,Clothing,68165,85035,0.8016111013112248,0.03677407342074832,2506.7047147253093
NOR23007,North,2025-02,Sports,82317,91746,0.8972271270682101,0.04314847513788067,3551.853027924923
NOR23007,North,2025-02,Beauty,96333,75001,1.2844228743616752,0.07844228743616753,7556.580875588327
NOR23007,North,2025-02,Clothing,29598,75734,0.3908152216969921,0.02,591.96
NOR23007,North,2025-03,Sports,34051,89660,0.37977916573722953,0.02,681.02
NOR23007,North,2025-03,Beauty,86244,85051,1.0140268779908526,0.05140268779908526,4433.173406544309
NOR23007,North,2025-03,Clothing,29169,69032,0.4225431683856762,0.02,583.38
NOR23007,North,2025-04,Sports,46782,95655,0.4890700956562647,0.02,935.64
NOR23007,North,2025-04,Beauty,114491,58481,1.9577469605512903,0.14577469605512905,16689.89072604778
NOR23007,North,2025-04,Clothing,106108,74780,1.418935544263172,0.09189355442631719,9750.641273067664
NOR23007,North,2025-05,Sports,26654,92014,0.28967331058317214,0.02,533.08
NOR23007,North,2025-05,Beauty,47462,79263,0.5987913654542473,0.02,949.24
NOR23007,North,2025-05,Clothing,38916,77765,0.5004307850575451,0.02,778.32
NOR23007,North,2025-06,Sports,39279,82662,0.47517601800101616,0.02,785.58
NOR23007,North,2025-06,Beauty,23558,80568,0.2923989673319432,0.02,471.16
NOR23007,North,2025-06,Clothing,77475,55818,1.3879931204987639,0.0887993120498764,6879.726701064174
NOR23007,North,2025-07,Sports,34085,56573,0.6024958902656744,0.02,681.7
NOR23007,North,2025-07,Beauty,35950,86271,0.4167101343441017,0.02,719.0
NOR23007,North,2025-07,Clothing,117440,73438,1.5991720907432119,0.10991720907432119,12908.67703368828
NOR23007,North,2025-08,Sports,68794,79572,0.8645503443422309,0.040970022956148724,2818.4917592452953
NOR23007,North,2025-08,Beauty,40567,76911,0.5274538102482089,0.02,811.34
NOR23007,North,2025-08,Clothing,72408,91693,0.7896786014199557,0.03597857342799705,2605.13654477441
NOR23007,North,2025-09,Sports,25128,75512,0.3327683017268778,0.02,502.56
NOR23007,North,2025-09,Beauty,106640,57798,1.8450465414028168,0.13450465414028168,14343.576317519637
NOR23007,North,2025-09,Clothing,89678,76134,1.177896866051961,0.06778968660519612,6079.243515380777
NOR23007,North,2025-10,Sports,109587,63819,1.7171531988906126,0.12171531988906126,13338.416760682556
NOR23007,North,2025-10,Beauty,47690,87801,0.5431601006822245,0.02,953.8000000000001
NOR23007,North,2025-10,Clothing,52162,76935,0.6780009098589719,0.02,1043.24
NOR23007,North,2025-11,Sports,55089,71595,0.7694531741043369,0.03463021160695579,1907.7437272155876
NOR23007,North,2025-11,Beauty,28024,94483,0.2966036218155647,0.02,560.48
NOR23007,North,2025-11,Clothing,115228,69842,1.6498382062369348,0.11498382062369349,13249.355682826954
NOR23007,North,2025-12,Sports,87883,57876,1.5184705231875044,0.10184705231875045,8950.624498928746
NOR23007,North,2025-12,Beauty,36834,86212,0.4272491068528743,0.02,736.6800000000001
NOR23007,North,2025-12,Clothing,95186,91701,1.0380039476123488,0.05380039476123488,5121.044375742904
NOR23008,North,2025-01,Sports,23234,80809,0.2875174794886708,0.02,464.68
NOR23008,North,2025-01,Beauty,91209,57338,1.5907251735323868,0.1090725173532387,9948.395235271548
NOR23008,North,2025-01,Clothing,41495,64074,0.6476105752723413,0.02,829.9
NOR23008,North,2025-02,Sports,105808,97538,1.0847874674485842,0.05847874674485842,6187.51923557998
NOR23008,North,2025-02,Beauty,20052,95778,0.20935914301822967,0.02,401.04
NOR23008,North,2025-02,Clothing,108485,76773,1.4130618837351674,0.09130618837351674,9905.351845700963
NOR23008,North,2025-03,Sports,29154,77931,0.3741001655310467,0.02,583.08
NOR23008,North,2025-03,Beauty,71879,53142,1.352583643822212,0.0852583643822212,6128.285973429678
NOR23008,North,2025-03,Clothing,59760,83413,0.7164350880558187,0.03109567253705458,1858.2773908143818
NOR23008,North,2025-04,Sports,64650,55954,1.1554133752725453,0.06554133752725454,4237.247471137006
NOR23008,North,2025-04,Beauty,61846,73477,0.841705567728677,0.03944703784857847,2439.641502783184
NOR23008,North,2025-04,Clothing,35128,52593,0.6679215865229213,0.02,702.5600000000001
NOR23008,North,2025-05,Sports,38622,83895,0.4603611657428929,0.02,772.44
NOR23008,North,2025-05,Beauty,47512,74506,0.6376936085684375,0.02,950.24
NOR23008,North,2025-05,Clothing,62102,59377,1.045893190966199,0.054589319096619904,3390.1058945382892
NOR23008,North,2025-06,Sports,70795,92584,0.7646569601659033,0.03431046401106022,2429.0092996630083
NOR23008,North,2025-06,Beauty,29103,51908,0.5606650227325268,0.02,582.0600000000001
NOR23008,North,2025-06,Clothing,51039,69602,0.7332978937386857,0.03221985958257905,1644.4694132352522
NOR23008,North,2025-07,Sports,37502,97090,0.3862601709753837,0.02,750.04
NOR23008,North,2025-07,Beauty,97481,70753,1.3777649004282504,0.08777649004282505,8556.540025864628
NOR23008,North,2025-07,Clothing,96834,50632,1.9125059251066518,0.14125059251066518,13677.859875177752
NOR23008,North,2025-08,Sports,38161,92468,0.4126941212094995,0.02,763.22
NOR23008,North,2025-08,Beauty,110984,98410,1.1277715679300884,0.06277715679300884,6967.259969515293
NOR23008,North,2025-08,Clothing,31116,95955,0.32427700484602157,0.02,622.32
NOR23008,North,2025-09,Sports,52637,78170,0.6733657413329922,0.02,1052.74
NOR23008,North,2025-09,Beauty,81967,53346,1.536516327372249,0.10365163273722491,8496.013380572114
NOR23008,North,2025-09,Clothing,111276,93398,1.191417375104392,0.0691417375104392,7693.815983211633
NOR23008,North,2025-10,Sports,61165,66982,0.9131557731927981,0.04421038487951987,2704.128191155833
NOR23008,North,2025-10,Beauty,107197,69591,1.5403859694500726,0.10403859694500726,11152.625476713943
NOR23008,North,2025-10,Clothing,42032,87805,0.4786971129206765,0.02,840.64
NOR23008,North,2025-11,Sports,64161,71890,0.8924885241340937,0.04283256827560625,2748.1804131311724
NOR23008,North,2025-11,Beauty,54127,70229,0.770721496817554,0.0347147664545036,1879.0061638829166
NOR23008,North,2025-11,Clothing,37781,98678,0.38287156205030504,0.02,755.62
NOR23008,North,2025-12,Sports,62352,90396,0.6897650338510554,0.02,1247.04
NOR23008,North,2025-12,Beauty,69957,77925,0.8977478344562079,0.04318318896374719,3020.9663503368624
NOR23008,North,2025-12,Clothing,24999,66708,0.37475265335492,0.02,499.98
NOR23009,North,2025-01,Sports,39447,74948,0.5263249186102364,0.02,788.94
NOR23009,North,2025-01,Beauty,73041,58473,1.2491406290082603,0.07491406290082603,5471.798068339234
NOR23009,North,2025-01,Clothing,58098,90792,0.6399021940259053,0.02,1161.96
NOR23009,North,2025-02,Sports,78245,95118,0.8226098109716352,0.03817398739810902,2986.92364396504
NOR23009,North,2025-02,Beauty,48172,88835,0.5422637473968593,0.02,963.44
NOR23009,North,2025-02,Clothing,51412,72318,0.7109156779778202,0.030727711865188013,1579.7731224130462
NOR23009,North,2025-03,Sports,103912,67588,1.5374326803574598,0.10374326803574599,10780.170468130436
NOR23009,North,2025-03,Beauty,115311,62947,1.831874434047691,0.1331874434047691,15357.977286447329
NOR23009,North,2025-03,Clothing,30118,56282,0.5351266834867275,0.02,602.36
NOR23009,North,2025-04,Sports,75161,53217,1.4123494372099141,0.09123494372099142,6857.309605013436
